Comments,Sentiments,Like,Haha,Angry,Love,Care,Sad,Wow
"সোনার চর তো বুঝলাম সোনাটা কই,,,",Negative,0,2,0,0,0,0,0
"বাবা জায়েদ, বাবা ডিগবাজি , বাবা তুই কোন পাপের শাস্তি আমাদের কে দিতাছোস বাবা 🥲",Negative,0,1,0,0,0,0,0
এখানে বঙ্গবন্ধুর কথা বলা হয়েছে তার মানে মুভি লচ খাইবো ১০০% যদি মুভি হিট হয় তাইলে বিষ খায়া মরুম🙄,Negative,0,0,0,0,0,0,0
"ভাইয়ে এখনি সময়,, খোলস ছেড়ে আসেন বাহিরে",Positive,0,0,0,0,0,0,0
হিরো আলমের সিনেমার চাইতে আপনার সিনেমায় দর্শক বেশি হবে বলে মনে হয় না 😀,Negative,0,1,0,0,0,0,0
সোনার চর শুকাইয়া গেছে🐸,Negative,0,2,0,0,0,0,0
"নাম টাই একটা বিনোদন ""সোনার চর""😀😀",Negative,0,1,0,0,0,0,0
"বাহ্ ওয়াও,একটি চমৎকার,এক্সিলেন্ট, নাইস, জোস, ওসাম, সেই, বিউটিফুল, ওয়ানডার ফুল
, গোলাপফুল, জবা ফুল, নাক ফুল, গাদা ফুল, শাপলা ফুল, রজনীগন্ধা ফুল, বেলীফুল, আগুন, পানি, ঝড়, বৃষ্টি,মিষ্টি,বাতাস, তু' ফান, ঘূর্ণিঝড়, ঠান্ডা, বীজলি, ভূমিকম্প,অতুলনীয়,রোমাঞ্চনীয়, ফুটফুটে একটি টাটকা ছবি,..... 😅",Neutral,0,0,0,0,0,0,0
আমি গ্রামে থাকি ভাইয়া আপনার মুভিটা কিভাবে দেখব জানালে উপকৃত হব,Neutral,0,0,0,0,0,0,0
এই মুভিতে কি কলসির মতো পেট ৬ প্যাক দেখা জাবে ভাইয়া 🤦‍♂️🤦‍♂️🤦‍♂️,Negative,0,0,0,0,0,0,0
ডিগ বাজি আছে নাকি যদি থাকে তবে সোনাটা দেখতে যাবো,Negative,0,0,0,0,0,0,0
"আপনার ইনবক্সে গালি দিছি, চেক করেন😊",Negative,0,0,0,0,0,0,0
সোনার চর ছবিতে আমার লেখা গানগুলো (সাহাবুদ্দিন মজুমদার) চিরদিন সবার ভালো লাগবে ইনশাল্লাহ,Positive,0,0,0,0,0,0,0
🤣কিরে ভাই আপনি তো হিরো আলম এ-র থেকেও নিচু লেভেল এ-র🙂,Negative,0,1,0,0,0,0,0
লাভ নাই ভাই। সিনেমা হলের বিদ্যুৎ বিলটাও উঠবে না।,Negative,1,13,0,0,0,0,0
"আপনি তো লোক দেখে তারপর কমেন্টের রিপ্লাই দিচ্ছেন।। বাকি যারা আপনাকে অভিনন্দন জানাচ্ছে তাদের প্রতি আপনার কোন নূন্যতম আগ্রহ নেই।।।
যতদূর খোঁজ নিয়ে জেনেছি লোক হিসেবে আপনি খারাপ না।।।",Positive,0,0,0,0,0,0,0
"বিদ্যুত খরচ উঠবে ত নাকি।
এখন আবারও বিদ্যুতের দাম বাড়ানো হইছে🫡",Negative,0,2,0,0,0,0,0
গুরু অন ফায়ার 🔥🔥🔥 ✌️ ছবির টিকিট কিভাবে পাবো 🤩,Positive,0,1,0,0,0,0,0
"S N Shamim Rahaman ট্রেলার দেখে মুগ্ধ, এ এক অন্য রকম জায়েদ খেন অবশ্যই পরিবারের সদস্যদের নিয়ে দেখব 🤫🤫",Positive,0,0,0,0,0,0,0
ভাই পুরো দেশ শোকাহত বেইলি রোডের ঘটনায়। এমন সময় এমন পোস্ট বেমানান।,Neutral,0,1,0,0,0,0,0
শুটিং কবে হয়েছিলো আর রিলিজ কবে হচ্ছে,Neutral,0,0,0,0,0,0,0
"খুব সুন্দর ভাই, এগিয়ে যান আমার আপনার পাশে আছি।",Positive,0,0,0,0,0,0,0
রুচিতে দুর্ভিক্ষ লাগলে মানুষ এই ছবি দেখবে🙂,Negative,1,1,0,0,0,0,0
"স্যার, আমি কিন্তু আপনার বিগ ফ্যান। আপনার প্রতিটা মুভি আমি খুব আগ্রহ নিয়ে দেখি। সমস্যা হচ্ছে ঈদের দিন আমি চাঁদপুরে থাকবো। আর আপনিতো জানেন, আমাদের দেশে চাঁদপুরে একদিন আগে ঈদ হয়। তাই আমি সঠিক সময় নিয়ে কনফিউজড। মুভিকি চাঁদপুরের টাইমে মুক্তি পাবে নাকি ঢাকার টাইমে মুক্তি পাবে।",Positive,0,0,0,0,0,0,0
প্রথমে ভাবছিলাম সোনা চোর ।পরে লক্ষ করে দেখি সোনার চর ।,Negative,0,0,0,0,0,0,0
নায়িকা হিসেবে এক সময়ের ড্রিম গার্ল ক্ষ্যাতো অঞ্জু থাকলে দেখতে যেতাম।,Neutral,0,0,1,0,0,0,0
"শিরায় শিরায় রক্ত ✊
আমরা জায়েদ খানের বক্ত ✊",Positive,0,0,0,0,0,0,0
আমাদের ও একটা সালমান খান আছে।কিন্তু আমরা তাকে অবহেলা করে জায়েদ খান বলে ডাকি।😆,Neutral,0,0,0,0,0,0,0
জাহিদ ভাই আপনাকে মুভি বানানোর পারমিশন দিয়েছে কে 😊,Negative,0,1,0,0,0,0,0
গরীরের সালমান খান😎,Neutral,0,1,0,0,0,0,0
মনে হয় কুত পাইরা হাগতাছে 🙈,Negative,0,0,0,0,0,0,0
মানুষ পুড়ে ছাই হয়ে যাচ্ছে আর আপনি এই মুহূর্তে সিনেমা প্রমোশন করছেন। আপনার কাছে থেকে এটা আশা করিনি জায়েদ ভাই,Negative,0,0,0,1,0,0,0
"ওয়াহ 😐 ওয়াহ 😬 কি সুন্দর পোষ্টার ডিজাইন 🥹
যেমন মুভি তেমন নায়ক, আর তেমনই তার পোষ্টার 🤣",Negative,0,0,0,0,0,0,0
রাজকুমার এর জন্য শুভকামনা,Positive,0,0,0,0,0,0,0
"প্রিয় অভিনেতা
আপনার এক ডিগবাজিতেই আপনার ছবি সুপার ডুপার হিট হবে 🙂",Negative,0,1,0,0,0,0,0
ক্লিন সেভ করে কাদায় গড়াগড়ি খাচ্ছে। চেহারায়তো কষ্টের কোন ছাপ নেই। ইয়ে পোস্টার হি গালাত হ্যায়।,Neutral,0,1,0,0,0,0,0
"আমি বুঝি না, এদের সিনেমা দেখে কারা!😆🥴",Negative,0,0,0,0,0,0,0
"ভাবছি ঈদে বাড়িতে যাবনা ঢাকায় কি করবো।

আপনার পোষ্ট দেখে আর টেনশন নাই।
প্রতিদিন হলে গিয়ে এই ছবি দেখবো সারাদিন।",Positive,0,0,0,0,0,0,0
"ভাই আপনার মূল্য বাংলাদেশের মানুষ দিতে পারবে না..আপনি জন্মগ্রহণ করা দরকার ছিল ভোজপুরী ইন্ডাস্ট্রিতে ভুল কইরা বাংলাদেশ পয়দা হইয়া গেছেন বাংলাদেশের মানুষদের কষ্ট দেওয়ার জন্য. দয়া করে ভোজপুরি ইন্ডাস্ট্রিতে একটু ট্রাই করে দেখবেন. যদি ওখানে চান্স পান আপনার সাথে হিরো আলমকে নিয়া যাইয়েন আমরা বাংলাদেশের মানুষ শান্তিতে থাকতে পারবো.♥️♥️ Stai bene, che Allah ti benedica Di cos'altro parli in italiano?",Positive,1,0,0,0,0,0,0
জমি বেইচ্চা হইলেও মুভিটা দেখা উচিৎ,Negative,0,1,0,0,0,0,0
ভাই পোস্টারটা কি উইন্ডোজের ডিফল্ট ফটো এডিটিং অ্যাপ প্রিন্ট দিয়ে তৈরি করা নাকি,Negative,0,0,0,0,0,0,0
আস্ত একটা 'জলপাঠা' কাদায় পড়ে আছে!,Negative,0,0,0,0,0,0,0
অপেক্ষা যে শেষ হয়না।।আবেগ,Neutral,0,0,0,0,0,0,0
সময় টা নষ্ট করার কোন দরকার নাই এই সোনা দেখে🫣🤣ওহ দুঃখিত সোনারচর🌚🌚,Negative,0,0,0,0,0,0,0
শুধু সোনা নিয়ে পড়ে থাকলে হবে !!,Negative,0,0,0,0,0,0,0
"শুভকামনা রইলো মামা
নিকটস্থ প্রেক্ষাগৃহে মুক্তি পেলে অবশ্যই দেখতে যাবো 🥰",Positive,0,0,0,0,0,0,0
ছবিটা নিশ্চিত হিট করবে।,Positive,0,0,0,0,0,0,0
ট্রেইলারের এম বি ফেরত চাচ্ছে অনেকেই এম বি ফেরত দিন,Negative,0,0,0,0,0,0,0
"দুইটা ডিগবাজি দিবেন ভাই,,মুভিটা গরম করার জন্য।",Negative,0,0,0,0,0,0,0
ওয়েল পেপারের ছবিটা সেই ভাই😀,Positive,0,0,0,0,0,0,0
শুভ কামনা রইলো ভাইয়া তবে ঈদের সময় মুক্তি না দেয়াই ভালো,Neutral,0,0,0,0,0,0,0
হল মালিকদের বিদ্যুৎ বিল আগেই পরিশোধ করে দিও ব্রো... যদি না উঠে....😁🤣😁,Negative,0,2,0,0,0,0,0
আপনার ছবি গুলো আমার অনেক ভালো লাগে,Positive,0,0,0,0,0,0,0
আমার সবচেয়ে প্রিয় এবং পছন্দের নায়ক আপনি আপনার মুভিটা দেখার জন্য আমি সিনেমা হলে যাব☑️,Positive,0,1,0,0,0,0,0
"কমেডিয়ান কি ভাবে নায়কের আভিনয় করে, 
তুমার থেকে সেফুদা অনেক ভাল, মাপের আভিনেতে 😆😆",Negative,0,0,0,0,0,0,0
"দেশে কুকুর আর বেড়ালদের খুজে পাওয়া মুসকিল...
ঈদের দিনে...
সবাই যদি মুভি দেখতে যায়...
আমরা কি করবো",Negative,0,0,0,0,0,0,0
রুচির দুর্ভিক্ষ,Negative,0,0,0,0,0,0,0
দাদা ভাই ছবির নাম জিবনের ধরা 🤣🤣🤣,Negative,0,0,0,0,0,0,0
অপেক্ষায় রইলাম। দেখব। দোয়া ও শুভকামনা রইল।,Positive,0,0,0,0,0,0,0
প্রেক্ষাগৃহে না আপনার ছবি এবং আপনি থাকা দরকার চিরিয়াখানায়🤣,Negative,0,1,0,0,0,0,0
কিডনী বিক্রি করে হলেও এই ছবি হলে গিয়ে দেখবো,Negative,0,0,0,0,0,0,0
তোমার সোনা সোনাই থাকবে কোনোদিন আর গোল্ড হবেনা।,Negative,0,1,0,0,0,0,0
সুনার চড় মানে হলো মাজখানে সুনা আর সুনার চার পাশে ব্রিক্ষ লতা,Negative,0,0,0,0,0,0,0
আগামী একশো বছরেও এরকম ভালো ছবি দেখা যাবে না।,Positive,0,0,0,0,0,0,0
সোনার চর' এর হিন্দি কী হবে?,Neutral,0,0,0,0,0,0,0
পেক পানিত পইরা থাক,Negative,0,0,0,0,0,0,0
ও কাঁদায় গড়াগড়ি খাচ্ছে কেন,Neutral,0,0,0,0,0,0,0
চেহারা এমন ক্যান? 🤣,Neutral,0,0,0,0,0,0,0
"অপেক্ষায় ছিলাম ছবিটার।
পুরো ফ্যামিলি নিয়ে হলে গিয়ে ছবিটা দেখবো বাংলার দাবাং জায়েদ খান নিরাশ করবে না আশা করি।",Positive,0,0,0,0,0,0,0
সোনা তো চরের কাদায় গেঁথে গিয়েছে 🐸,Negative,0,0,0,0,0,0,0
পোষ্টার দেখেই মনে হচ্ছে ছবি হিট হবে।😎,Positive,0,0,0,0,0,0,0
Mijanur Mir বন্ধু সিঙ্গাপুর প্রেক্ষাগৃহে ছবি চাই! এটা আমাদের প্রানের দাবি! ✊✊,Positive,0,1,0,0,0,0,0
হেডার চর🌚,Negative,0,0,0,0,0,0,0
গড়াগড়িটা দেখার জন্য হলেও মুভিটা আমি দেখবো🤣,Neutral,0,0,0,0,0,0,0
ভাই ছবিটি ইতিহাস হয়ে থাকবে,Positive,0,0,0,0,0,0,0
"হলে গিয়ে কেউ দেখবে না, ফেসবুকে মুক্তি দিতে পারো কি নাহ দেখো। অইচ্ছা সত্ত্বেও অনেকে কোন কোন ক্লিপ দেখে ফেলবে।",Negative,0,1,0,0,0,0,0
ভাই আপনি শাহরুক খানের মত আরেকটা পাটান ছবি করেন🥰,Positive,0,0,0,0,0,0,0
জায়েদ খান মাই ফেভারিট মাই আই ডল,Positive,0,0,0,0,0,0,0
গু মার্কা নায়ক + গু মার্কা মুভি 🐸,Negative,0,0,1,0,0,0,0
"হাগার চর ,চুল মার্কা মুভি 
পোষ্টার দেখেই বোঝা যায় 😄😄",Negative,0,0,0,0,0,0,0
"টাকা দিয়ে বিনোদন দেখার ইচ্ছে নাই,পোস্টার দেখছি এতেই অনেক বিনোদন পাইছি",Negative,0,0,0,0,0,0,0
আহারে ঠোঁটের দিকে তাকালে মনে হচ্ছে বঙ্গোপসাগর উল্টে গেছে,Negative,0,0,0,0,0,0,0
কই আইতাছেন একটু বলে দেন।,Neutral,0,1,0,0,0,0,0
"কি অশ্লীল নাম!
ভাই রে ভাই,
চর দিতে হাত ব্যাবহার করা যায় না?",Negative,0,0,0,0,0,0,0
সোনার চোরকে সোনা চোর পড়া আমি🤣🤣🤣,Negative,0,0,0,0,0,0,0
"এইরে আমার তোমার নির্যাতন থেকে মুক্তি চাই,,, আমাদের অপরাধ আমরা এই যুগে কেন জন্ম গ্রহণ করলাম",Neutral,0,0,0,0,0,0,0
সিনেমার নাম সোনার চর এই না হয়ে যদি(সোনার খেলা)অথবা (সোনার পাওয়ার),Negative,0,0,0,0,0,0,0
লে মোন মারবো তোর সোনার চর,Negative,0,0,0,0,0,0,0
😆সোনার চর শুকাইয়া গেছে,Negative,0,0,0,0,0,0,0
আশা করা যাচ্ছে সিনেমাটি ১০ কোটি টাকা আয় করবে🤭🤭,Positive,0,1,0,0,0,0,0
ভাই এটা দেখার জন্য অধীর আগ্রহে বসে আছি,Positive,0,0,0,0,0,0,1
সুপার ডুপার ফ্লোপ হবে??? এটা নিশ্চিত,Negative,0,0,0,0,0,0,0
ট্রেলার দেখেছি মনে হল একটা নতুন চমক আসতেছে। অসাধারণ একটি মুভি দেখতে পাবো বলে আশা করতেছি যা গত ১০ বছরে দর্শক বাংলা চলচ্চিত্রে পায়নি।,Positive,0,0,0,0,0,0,0
শাকিবের সাথে সেই টক্কর হবে।,Positive,0,0,0,0,0,0,0
সোনার চর নাম না দিয়ে অন্য চর দেওয়া লাগতো।,Neutral,0,0,0,0,0,0,0
গ্রাম বাংলার বাংলা ছবি আমার ভালো লাগে?,Positive,0,0,0,0,0,0,0
"জায়েদ ভাই আমাদের ওখানে একটা বালুরচর আছে।
 নিচে খুঁজলে মনে হয় সোনা পাওয়া যাবে। আসবেননি আপনি?",Negative,0,0,0,0,0,0,0
বিশ্বের বিখ্যাত মুভি হবে এটা,Positive,0,0,0,0,0,0,0
বাংলাদেশের ১নাম্বার ছবি হবে।,Positive,0,0,0,0,0,0,0
"মাংগের নাতি জনগনে বালো ছিনেমাই খায়না 
সোনারচর খাইবো কেম্নে",Negative,0,0,0,0,0,0,0
আমি চাই এই ছবিটি বাংলাদেশের ইতিহাসে সর্বকালের সেরা ছবি হয়ে থাকবে।,Positive,0,0,0,0,0,0,0
ভাইয়া। আমি আপ্নার বর ফেন। কিন্তু আমি আপ্নার সিনেমা দেখতে ছাই। আমি নিউইয়র্ক এ থাকি আপ্নার সিনেমা কি worldwide মুক্তি পাবে। এখানে কিভাবে আপ্নার সিনেমা দেখতে পারবো এক্তু জানাবেন প্লিজ।,Positive,0,0,0,0,0,0,0
"কেউ দেখবেনা,,এই পাগলা অভিনয় পারে।",Negative,0,0,0,0,0,0,0
"বিলে মাছ মারতে গিয়ে কাদায় পড়ে গিয়ে, আমার এরকম একটা লুকিং আসছিলো😁🫣",Negative,0,0,0,0,0,0,0
এবারের ঈদটায় মাটি হয়ে গেলো।,Positive,0,0,0,0,0,0,0
দুর বেডা ঈদে এই ছবি কে আনবে সিনেমা হল এ 😁,Negative,0,0,0,0,0,0,0
আমার সোনা দেখবে তোমার মুভি😏😏,Negative,0,0,0,0,0,0,0
তোর ছবিটা মনে হয় তোকেই টিকিট কেটে একা একা হলে বসে দেখতে হবে। নতুন একটা রেকর্ড হতে চলেছে,Negative,0,0,0,0,0,0,0
সার্কাস কেহ দেখবে না,Negative,0,0,0,0,0,0,0
"আগে থেকেই টিকিট কাটতে চাই, পরে যদি আবার টিকিট না পাই।",Positive,0,0,0,0,0,0,0
আলহামদুলিল্লাহ জাহেদ ভাইয়ের মেইন চেহারা অনেক দিন পর দেখলাম❤️🥺,Positive,0,0,0,0,0,0,0
ভাই তোমার সোনার চর ছবিটা দেখা লাগবো,Neutral,0,0,0,0,0,0,0
অই সালার পুত আমি তর ফ্যান কেমনে😆তরে মেসেজে গালিগালাজ দেই দেইখা ফ্যান😂,Negative,0,0,0,0,0,0,0
তোরে চোদে কেডা অ্যা🙄🙄,Negative,0,0,0,0,0,0,0
আপনার চেয়ে আমি ভালো ছবি বানাতে পারবো,Negative,0,0,0,0,0,0,0
কুমিরগুলোর জন্য আফসোস! এত কাছে পেয়েও খেতে পারলো না.....,Negative,0,0,0,0,0,0,0
তুমি আসবে না তুমি আসলে সবাই আনন্দ চলে যাবে,Negative,0,0,0,0,0,0,0
অভিনয় করতেছে কাঁদার কিন্তু দেখে মনে হচ্ছে হাসতেছে😄,Negative,0,0,0,0,0,0,0
গাইলাতে গাইলাইতে হালার টপ ফ্যান হয়ে গেলুম,Negative,0,0,0,0,0,0,0
"হাসলে শরিল মন দুইটাই ভালো থাকে
তাই সবার মুভিটা দেখা উচিত",Negative,0,0,0,0,0,0,0
এর কি লজ্জা শরম বলতে কোনো জিনিস নেই নাকি?,Negative,0,0,0,0,0,0,0
"সোনার ব্যাংক এর কথা মনে পড়ে গেলো। 🥹
কি'ডনি নাটকের। 😑",Negative,0,0,0,0,0,0,0
"আপনার ছবি যাই দেখবে
তাকে নোবেল পুরষ্কার দেওয়া হবে🌝🙂",Negative,0,0,0,0,0,0,0
"হল মালিক ঈদের দিন আত্নহত্যাও করতে পারে আপনার এই মুভি নিয়া,,,, কারন যদি ঈদের দিনও ৭ জন দর্শক হয়",Negative,0,0,0,0,0,0,0
এই অখাদ্য কেন টাকা দিয়ে টিকেট কেটে দেখবে ?,Negative,0,0,0,0,0,0,0
"শুভকামনা মুভিটা হিট হবে, ৭১ এর রুপ নিয়ে ফিরছেন জায়েদ খান",Positive,0,0,0,0,0,0,0
পরিচালকের সব মূলধন শেষ।লোকসান তো হবেই দর্শক কেউ যাবে না হলে।দর্শকবীহিন নায়কের ছবি না চালানোই ভাল,Negative,0,0,0,0,0,0,0
আপনাকে চোরের মতো লাগে ভাই🙂,Negative,0,0,0,0,0,0,0
"খুব সুন্দর হইছে ছবিটি দেখছি অনেক ভালো লাগলো,🙄🙄",Positive,0,0,0,0,0,0,0
"সালার পো*ত দেশের অবস্থা ভালো নাহ

আবার তর জালায় থাকতে পারি নাহ",Negative,0,0,0,0,0,0,0
এই সিনেমা দেখতে দেখতে আমি ভিন্নজগতে চলে যাবো,Neutral,0,0,0,0,0,0,0
আপনার ছবি দেখতে গিয়ে ছোট বোনকে চর মারছি বাকিটা ইতিহাস 🙂,Negative,0,0,0,0,0,0,0
ছাগল দিয়া যদি জমি চাস করা যাইত,Negative,0,0,0,0,0,0,0
"ঈদের দিন ঠিক এভাবেই কাদতে হবে আপনাকে 
কারণ হলে ৮ জনের বেশি লোক হবেনা",Negative,0,0,0,0,0,0,0
আমি আশাবাদী হলে একদিন সিনেমা চালানোর পরে দ্বিতীয় দিন আর হল মালিক এই সিনেমা চালাবে না।কারণ মালিকের কারেন্ট বিল উঠবে না এই সিনেমায়।,Negative,0,0,0,0,0,0,0
জায়েদ খানকে সবাই বাঁচাও আর না হলেও বাঁচবে না সবাই আসো জায়েদ খান কে বাঁচাও সবাই না বাঁচালে হবে না সবাই বাচ্চাদের হবে সবাই আসো আর না হলে এক খান মারা যাবে সবাই বাঁচাও 🤣🤣🤣,Negative,0,0,0,0,0,0,0
তোর এসব বালের মুভি দেখে কোন আবালে?,Negative,0,0,0,0,0,0,0
"সিনেমা হলের লোকদের সিগারেট এর বিল উঠবে কি না সন্দেহ 😐
ট্রেইলার দেখে আমি পুরা কেন্দে দিয়েছি😐",Negative,0,0,0,0,0,0,0
